Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags
3128,192.168.205.105,3234,6,28/04/201709:50:17,7578677,25,17,2938,1118.0,673,6,117.52,216.3348330713,190,6,65.7647058824,58.0942439186,535.1857586753,5.541864365,184845.780487805,690332.322441283,3475337.0,0,7578677.0,315778.208333333,886470.074543777,3475703.0,0.0,7539585.0,471224.0625,1067974.21895503,3475526.0,0.0,1
55782,179.1.4.244,443,6,11/05/201710:37:43,8,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,250000.0,8.0,0.0,8.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34008,216.58.222.206,443,6,11/05/201703:27:52,17614374,120,146,10127,124128.0,986,0,84.3916666667,200.3092691098,7240,0,850.1917808219,1276.2472753327,7621.9001594947,15.1013030608,66469.3358490567,480862.133860896,5317482.0,0,17614353.0,148019.773109244,714021.210803666,5353510.0,0.0,17614295.0,121477.896551724,646006.189007695,5317486.0,0.0,0
50821,179.1.4.216,443,6,15/05/201709:54:16,45,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,44444.4444444444,45.0,0.0,45.0,45,45.0,45.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0
58681,10.200.7.6,3128,6,27/04/201710:50:21,22,1,1,6,0.0,6,6,6.0,0.0,0,0,0.0,0.0,272727.272727273,90909.0909090909,22.0,0.0,22.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49268,10.200.7.8,3128,6,11/05/201703:35:42,58333599,4,7,24,126.0,6,6,6.0,0.0,63,0,18.0,30.7408522979,2.5714168605,0.1885705698,5833359.9,14492562.2165672,45433247.0,0,45433323.0,15144441.0,26230940.3982038,45433322.0,0.0,58333523.0,9722253.83333333,18239830.4193553,45433250.0,0.0,0
38241,10.200.7.7,3128,6,15/05/201705:00:52,11427672,2,7,12,126.0,6,6,6.0,0.0,63,0,18.0,30.7408522979,12.0759503773,0.7875619811,1428459.0,4040115.20573945,11427234.0,0,0.0,0.0,0.0,0.0,0.0,11427278.0,1904546.33333333,4665145.15265841,11427234.0,0.0,0
42819,54.192.162.150,443,6,09/05/201709:11:37,124,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16129.0322580645,124.0,0.0,124.0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50573,179.1.4.217,443,6,27/04/201708:24:44,117719174,47,47,2386,44802.0,692,0,50.7659574468,144.6989697938,2896,0,953.2340425532,962.7067640764,400.8522859666,0.7985105298,1265797.56989247,8574054.31981343,58964355.0,0,117719174.0,2559112.47826087,12121323.6755624,58969553.0,0.0,117706350.0,2558833.69565217,12128192.6978345,58979068.0,0.0,0
46472,52.71.184.177,443,6,09/05/201711:34:00,2055286,8,7,326,4484.0,200,0,40.75,78.0032050624,3613,0,640.5714285714,1345.1423539466,2340.3068964611,7.2982543549,146806.142857143,385202.718307338,1458576.0,34,2055286.0,293612.285714286,523678.286464987,1458576.0,426.0,596309.0,99384.8333333333,96238.6845201381,258564.0,2920.0,0
42114,10.200.7.7,3128,6,27/04/201704:26:23,90110101,6,6,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.13317042,8191827.36363636,18225520.4498323,45055427.0,0,90109962.0,18021992.4,24677628.5129194,45055618.0,0.0,90109909.0,18021981.8,24677614.9123659,45055681.0,0.0,0
443,10.200.7.196,55587,6,27/04/201704:59:54,1344,2,3,63,0.0,63,0,31.5,44.5477272148,0,0,0.0,0.0,46875.0,3720.2380952381,336.0,320.0552035717,764.0,71,468.0,468.0,0.0,468.0,468.0,1273.0,636.5,180.3122292026,764.0,509.0,0
44061,104.91.161.122,80,6,27/04/201711:28:04,74738,3,4,168,533.0,168,0,56.0,96.9948452239,533,0,133.25,266.5,9379.4321496428,93.6605207525,12456.3333333333,30104.9005091641,73907.0,1,599.0,299.5,422.1427483684,598.0,1.0,74369.0,24789.6666666667,42537.4802419388,73907.0,1.0,0
40654,179.1.4.238,443,6,27/04/201711:29:44,9487,1,2,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,316.2221987984,4743.5,6706.9078195544,9486.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0
40249,179.1.4.251,443,6,15/05/201711:06:10,7572331,11,8,1738,1270.0,826,0,158.0,270.8198663318,1006,0,158.75,346.6475154967,397.2356728727,2.5091349018,420685.055555556,1733744.07181559,7367245.0,44,7572331.0,757233.1,2336457.40521592,7406539.0,255.0,204947.0,29278.1428571429,38305.0492338742,110177.0,1587.0,0
36072,179.1.4.231,443,6,27/04/201710:42:36,14819,1,1,46,0.0,46,46,46.0,0.0,0,0,0.0,0.0,3104.1230852284,134.9618732708,14819.0,0.0,14819.0,14819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
37016,52.45.139.33,443,6,15/05/201709:51:24,92,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21739.1304347826,92.0,0.0,92.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34960,179.1.4.224,443,6,11/05/201710:01:43,1,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34256,204.154.111.105,80,6,27/04/201705:59:08,199,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10050.2512562814,199.0,0.0,199.0,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3128,10.230.1.14,53559,6,15/05/201705:33:56,28688219,2,3,303,58.0,243,60,151.5,129.4005409571,46,6,19.3333333333,23.0940107676,12.5835626115,0.1742875708,7172054.75,14211125.9706403,28488282.0,54,28687202.0,28687202.0,0.0,28687202.0,28687202.0,28489299.0,14244649.5,20144900.1466188,28489245.0,54.0,1
60328,10.200.7.8,3128,6,27/04/201710:41:19,1,3,0,18,0.0,6,6,6.0,0.0,0,0,0.0,0.0,18000000.0,3000000.0,0.5,0.7071067812,1.0,0,1.0,0.5,0.7071067812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80,10.200.7.199,49587,6,15/05/201704:45:08,88,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22727.2727272727,88.0,0.0,88.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57208,137.116.74.190,443,6,15/05/201705:21:55,64,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31250.0,64.0,0.0,64.0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3128,192.168.40.8,53562,6,09/05/201710:11:43,45,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,44444.4444444444,45.0,0.0,45.0,45,45.0,45.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0
51235,10.200.7.5,3128,6,15/05/201709:49:58,113149684,15,46,537,1974.0,89,6,35.8,32.7505725141,180,0,42.9130434783,61.2618518554,22.1918427983,0.5391088852,1885828.06666667,8421791.92353547,44999787.0,0,113149493.0,8082106.64285714,16369805.6740721,44999837.0,0.0,113149661.0,2514436.91111111,9669111.87067861,44999838.0,0.0,1
39554,179.1.4.231,443,6,27/04/201704:20:29,313,3,1,0,63.0,0,0,0.0,0.0,63,63,63.0,0.0,201277.955271565,12779.552715655,104.3333333333,66.1236215987,168.0,36,313.0,156.5,170.412734266,277.0,36.0,0.0,0.0,0.0,0.0,0.0,0
3128,192.168.72.124,53458,6,15/05/201711:27:52,119983860,787,798,1151806,4788.0,5840,6,1463.540025413,299.238451322,6,6,6.0,0.0,9639.5798568241,13.2101100931,75747.3863636364,114790.504145143,1548231.0,2,119777393.0,152388.540712468,184230.31080795,1809940.0,2.0,119827521.0,150348.207026349,151207.103642233,1560541.0,58.0,0
35589,104.28.20.101,80,6,26/04/201711:16:22,34,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,58823.5294117647,34.0,0.0,34.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3128,192.168.220.181,55126,6,27/04/201705:20:35,55083922,5,2,300,12.0,60,60,60.0,0.0,6,6,6.0,0.0,5.6640847033,0.1270788235,9180653.66666667,14211865.3348973,29060791.0,0,55032425.0,13758106.25,15940867.2640042,29127657.0,0.0,55017056.0,55017056.0,0.0,55017056.0,55017056.0,1
58538,10.200.7.4,3128,6,26/04/201703:13:54,102882,3,4,128,3698.0,122,0,42.6666666667,68.7701485627,3686,0,924.5,1841.0021727309,37188.2350654147,68.03911277,17147.0,40576.8339967524,99969.0,3,1742.0,871.0,370.5239533418,1133.0,609.0,102726.0,34242.0,56937.8687430431,99969.0,3.0,0
53108,216.58.222.69,443,6,11/05/201711:09:47,118773656,11,12,1493,2400.0,1278,0,135.7272727273,380.7892043924,1123,0,200.0,396.8152764655,32.7766285143,0.1936456347,5398802.54545455,25073563.7491817,117657130.0,0,118773642.0,11877364.2,37167637.4255766,117657157.0,101.0,118773626.0,10797602.3636364,35441761.1393356,117657156.0,0.0,1
55186,10.200.7.7,3128,6,27/04/201707:58:29,44997592,4,2,24,0.0,6,6,6.0,0.0,0,0,0.0,0.0,0.5333618741,0.1333404685,8999518.4,20123470.061237,44997476.0,0,44997592.0,14999197.3333333,25979362.3278059,44997581.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2227,10.200.7.4,3128,6,11/05/201710:11:29,72269552,84,104,20921,2522.0,522,6,249.0595238095,246.1883083357,95,6,24.25,20.9973414868,324.3828050851,2.6013721519,386468.192513369,2561016.38110858,30632256.0,0,72266376.0,870679.228915663,3802138.04085825,30632515.0,1.0,72269388.0,701644.543689321,3429654.52034735,30632359.0,0.0,1
50770,179.1.4.217,443,6,26/04/201703:05:56,9012433,96,111,16766,17366.0,1704,0,174.6458333333,318.6753827352,2048,0,156.4504504505,299.64936293,3787.2126206098,22.9682706102,43749.6747572815,236364.538332772,2020950.0,0,9012433.0,94867.7157894737,346653.689305479,2031424.0,0.0,8085157.0,73501.4272727273,311396.791068017,2032550.0,0.0,0
3128,192.168.10.20,3032,6,26/04/201711:13:33,228,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,52631.5789473684,8771.9298245614,228.0,0.0,228.0,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50733,10.200.7.9,3128,6,15/05/201705:20:20,254697,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,70.672210509,11.7787017515,127348.5,180039.993091813,254656.0,41,0.0,0.0,0.0,0.0,0.0,254656.0,254656.0,0.0,254656.0,254656.0,0
52973,10.200.7.8,3128,6,28/04/201710:15:25,828,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,14492.7536231884,2415.4589371981,828.0,0.0,828.0,828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36327,52.7.114.164,80,6,11/05/201710:43:49,1981284,6,5,1086,966.0,563,0,181.0,280.6891519101,483,0,193.2,264.549995275,1035.6920057902,5.5519551967,198128.4,495884.394822064,1587049.0,11,1981284.0,396256.8,674658.030620847,1587049.0,79.0,1981065.0,495266.25,735996.14345791,1587227.0,129.0,0
3128,192.168.42.57,61071,6,27/04/201710:39:19,220,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,54545.4545454545,9090.9090909091,220.0,0.0,220.0,220,220.0,220.0,0.0,220.0,220.0,0.0,0.0,0.0,0.0,0.0,0
55236,10.200.7.7,3128,6,27/04/201707:56:14,5562543,27,0,3236,0.0,531,0,119.8518518519,179.1004668,0,0,0.0,0.0,581.7483118782,4.853895062,213943.961538462,783667.723195972,4003756.0,0,5562543.0,213943.961538462,783667.723195972,4003756.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3128,192.168.220.177,58036,6,11/05/201703:32:30,146,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,82191.7808219178,13698.6301369863,146.0,0.0,146.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57473,172.217.30.2,443,6,09/05/201709:11:04,678709,26,26,2260,9630.0,576,0,86.9230769231,167.0020174913,1448,0,370.3846153846,537.2861492295,17518.5536069214,76.6160460521,13308.0196078431,49731.2158735297,297407.0,0,678658.0,27146.32,72584.2291093136,297811.0,0.0,678548.0,27141.92,69323.2470050752,297407.0,0.0,0
38635,216.58.202.226,443,6,27/04/201705:59:09,152479,1,2,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19.6748404698,76239.5,107818.934888544,152479.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3128,192.168.10.134,65093,6,26/04/201703:06:47,113417,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,158.7063667704,26.4510611284,56708.5,80196.5155882723,113416.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0
46390,216.58.222.202,443,6,09/05/201710:16:57,90775652,9,10,7751,4440.0,2101,0,861.2222222222,1040.6712710767,1178,0,444.0,505.9044705607,134.2981265505,0.209307227,5043091.77777778,11496065.0715122,30025379.0,0,90775652.0,11346956.5,15466437.3831934,30025379.0,500.0,90775442.0,10086160.2222222,14997437.0779394,30198618.0,0.0,1
3128,192.168.41.34,54876,6,15/05/201704:38:42,331,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,36253.7764350453,6042.2960725076,331.0,0.0,331.0,331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80,10.200.7.196,47436,6,15/05/201704:38:35,135150,1,1,0,6.0,0,0,0.0,0.0,6,6,6.0,0.0,44.3951165372,14.7983721791,135150.0,0.0,135150.0,135150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36709,10.200.7.7,3128,6,15/05/201704:55:06,167,1,4,0,24.0,0,0,0.0,0.0,6,6,6.0,0.0,143712.574850299,29940.119760479,41.75,65.3267428649,138.0,1,0.0,0.0,0.0,0.0,0.0,29.0,9.6666666667,15.0111069989,27.0,1.0,0
3128,192.168.10.4,53423,6,09/05/201711:32:09,52,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,230769.230769231,38461.5384615385,52.0,0.0,52.0,52,52.0,52.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0
443,10.200.7.195,46610,6,09/05/201709:18:02,2010265,4,4,598,2197.0,323,0,149.5,173.7363903543,1448,0,549.25,695.4621365203,1390.3639569908,3.9795748322,287180.714285714,759707.772472134,2010036.0,2,2010265.0,670088.333333333,1160577.67574701,2010208.0,2.0,2010136.0,670045.333333333,1160465.95872578,2010036.0,14.0,1
56155,10.200.7.7,3128,6,27/04/201708:28:10,722341,18,47,3266,23830.0,837,0,181.4444444444,261.1432381849,2896,0,507.0212765957,886.1259231686,37511.3692840362,89.9852008954,11286.578125,42547.9823447934,179976.0,0,548124.0,32242.5882352941,69963.2812544005,182499.0,0.0,722047.0,15696.6739130435,49660.4354820725,179976.0,0.0,0
3128,172.19.1.175,53401,6,26/04/201703:07:41,198,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,60606.0606060606,10101.0101010101,198.0,0.0,198.0,198,198.0,198.0,0.0,198.0,198.0,0.0,0.0,0.0,0.0,0.0,0
3128,192.168.10.104,58877,6,27/04/201710:15:13,1037,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,17357.762777242,2892.9604628737,518.5,714.8849557796,1024.0,13,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,13.0,13.0,0
3128,192.168.130.41,63741,6,11/05/201711:14:29,33,10,0,60,0.0,6,6,6.0,0.0,0,0,0.0,0.0,1818181.81818182,303030.303030303,3.6666666667,10.2591422643,31.0,0,33.0,3.6666666667,10.2591422643,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34810,104.244.55.19,443,6,09/05/201709:11:02,36674047,9,7,332,3868.0,206,0,36.8888888889,75.8822186755,1448,0,552.5714285714,658.769270975,114.5224032679,0.436275822,2444936.46666667,9380935.53722264,36354535.0,0,36674047.0,4584255.875,12837311.9900126,36354535.0,0.0,283605.0,47267.5,72327.4608893469,178960.0,55.0,0
44790,179.1.4.238,443,6,26/04/201711:14:39,9612,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,208.073241781107,9612.0,0.0,9612.0,9612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49516,216.58.222.206,443,6,11/05/201710:20:16,119005565,109,123,22901,4294.0,820,0,210.1009174312,295.2404526933,129,0,34.9105691057,42.6397428963,228.5187251537,1.9494886647,515175.606060606,2427214.87431128,19901911.0,0,119005557.0,1101903.30555556,3468739.77309942,19930344.0,0.0,119005508.0,975454.983606558,3278088.4068751,19901984.0,0.0,1
1099,10.200.7.7,3128,6,27/04/201707:52:10,303633,29,64,4740,47984.0,1448,0,163.4482758621,372.132617126,1599,0,749.75,745.4353367461,173643.839767087,306.2908181917,3300.3586956522,16191.0971898319,92622.0,0,303633.0,10844.0357142857,30316.9052455119,99492.0,0.0,294543.0,4675.2857142857,19448.6984782452,92622.0,0.0,0
3128,192.168.180.52,63985,6,09/05/201711:34:23,119998205,91,56,8633,2947.0,593,6,94.8681318681,159.1942355734,214,0,52.625,67.722579154,96.5014435008,1.2250183242,821905.513698631,3982979.59328374,26916338.0,0,119998205.0,1333313.38888889,5026822.642375,26967744.0,0.0,119997887.0,2181779.76363636,6300206.64611179,26917012.0,0.0,1
3128,192.168.50.5,54751,6,11/05/201709:25:59,844,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,14218.01,2369.668,844.0,0.0,844.0,844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3128,192.168.10.125,49982,6,27/04/201708:42:47,108894812,32,14,2108,634.0,144,6,65.875,47.7262016358,241,6,45.2857142857,84.1440418581,25.1802629495,0.4224260013,2419884.71111111,7690758.07524285,27969876.0,0,108844082.0,3511099.41935484,9120265.63060533,28021122.0,0.0,108844047.0,8372619.0,12790518.356345,27974505.0,0.0,1
56068,52.1.10.16,80,6,11/05/201709:24:42,232130,6,4,281,185.0,280,0,46.8333333333,114.2285720241,185,0,46.25,92.5,2007.4957997674,43.0793090079,25792.2222222222,62018.6156746057,186281.0,0,232130.0,46426.0,80763.018343794,186576.0,1.0,186615.0,62205.0,107453.097772935,186281.0,0.0,0
49343,10.200.7.8,3128,6,11/05/201703:26:37,375,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,32000.0,5333.3333333333,375.0,0.0,375.0,375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53540,10.200.7.6,3128,6,28/04/201709:47:02,45005592,2,2,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,0.266633533,0.0888778443,15001864.0,25983742.9730673,45005306.0,73,45005379.0,45005379.0,0.0,45005379.0,45005379.0,45005519.0,45005519.0,0.0,45005519.0,45005519.0,0
55200,10.200.7.8,3128,6,15/05/201704:40:12,609,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,19704.4334975369,3284.0722495895,609.0,0.0,609.0,609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51989,10.200.7.7,3128,6,27/04/201711:30:12,1,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
63713,10.200.7.6,3128,6,27/04/201710:41:37,18,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,666666.666666667,111111.111111111,18.0,0.0,18.0,18,18.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0
50031,10.200.7.7,3128,6,15/05/201709:53:53,362,5,0,30,0.0,6,6,6.0,0.0,0,0,0.0,0.0,82872.9281767956,13812.1546961326,90.5,143.109515174,301.0,0,362.0,90.5,143.109515174,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0
59949,10.200.7.7,3128,6,26/04/201703:11:05,90017996,6,12,36,0.0,6,6,6.0,0.0,0,0,0.0,0.0,0.3999200338,0.1999600169,5295176.23529412,14947332.0799341,45010900.0,0,90017439.0,18003487.8,24652279.611924,45011301.0,2.0,90017362.0,8183396.54545454,18206688.4535364,45011202.0,0.0,0
34294,52.18.111.223,443,6,11/05/201703:35:14,66393041,27,40,1052,39200.0,359,0,38.962962963,102.9934581498,2048,0,980.0,690.5938730078,606.2683587577,1.0091419069,1005955.16666667,7465237.2497268,60534190.0,0,61434531.0,2362866.57692308,11873657.1066051,60576452.0,0.0,66392790.0,1702379.23076923,9701681.91084553,60534540.0,0.0,0
80,10.200.7.7,51121,6,27/04/201706:05:18,776,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2577.3195876289,776.0,0.0,776.0,776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615,10.200.7.7,3128,6,27/04/201710:11:31,117,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,153846.153846154,25641.0256410256,58.5,82.7314933988,117.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53584,10.200.7.7,3128,6,11/05/201710:01:05,104971231,6,11,36,132.0,6,6,6.0,0.0,63,0,12.0,25.2784493195,1.6004385049,0.1619491344,6560701.9375,15460752.6105037,45001029.0,0,90002174.0,18000434.8,24648098.1387134,45001250.0,0.0,104971011.0,10497101.1,18774607.9815687,45001253.0,0.0,0
59886,10.200.7.7,3128,6,11/05/201711:13:20,67046413,32,90,5598,41658.0,430,0,174.9375,173.0338280371,2920,0,462.8666666667,728.1031412305,704.8251783432,1.8196350042,554102.58677686,5903311.31924804,64949485.0,0,2096928.0,67642.8387096774,150135.850392036,555265.0,0.0,67046062.0,753326.539325843,6888059.08978748,65000730.0,0.0,0
53,10.200.7.8,51242,17,26/04/201703:25:42,119777026,1062,1066,141131,41181.0,438,44,132.8917137476,62.6020791051,61,27,38.6313320826,6.7156962457,1522.0948965622,17.7663452756,56312.6591443347,268398.36390706,4985608.0,0,119777026.0,112890.693685203,381606.59541638,4986350.0,0.0,119776045.0,112465.769953052,375599.917264827,4986092.0,0.0,0
